,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
41919,2,4,10302,0,5,4,6,3,4,1,38,39,0
41920,21,4,13382,11,8,2,8,0,4,1,39,39,0
41921,23,1,3268,15,9,2,13,0,4,1,39,39,1
41922,35,4,13146,7,11,2,4,0,4,1,54,39,1
41923,5,4,1552,15,9,2,4,5,4,0,39,39,0
41924,15,7,5527,11,8,0,8,1,4,0,24,39,0
41925,10,4,7074,9,12,4,4,3,4,0,39,39,0
41926,8,4,10334,9,12,4,10,3,4,0,39,13,0
41927,19,4,2113,12,13,2,10,0,3,1,39,20,1
41928,5,4,18642,2,7,4,6,3,0,1,39,39,0
41929,15,6,3844,11,8,2,3,0,4,1,44,39,0
41930,20,4,15171,9,12,5,4,4,2,0,39,39,0
41931,5,4,19003,11,8,4,10,3,4,1,53,39,0
41932,12,4,1787,11,8,2,1,5,4,0,39,39,1
41933,25,4,9660,13,0,4,6,1,4,1,24,39,0
41934,28,4,14926,8,10,4,12,1,4,0,37,39,0
41935,16,4,23339,9,12,0,1,1,4,0,44,39,0
41936,22,4,6641,15,9,5,10,4,4,0,39,39,0
41937,10,4,12064,2,7,4,7,1,4,1,44,39,0
41938,36,2,21044,9,12,2,10,5,4,0,49,39,1
41939,13,4,11823,9,12,4,8,1,4,0,39,39,0
41940,35,6,1381,15,9,6,3,1,2,1,34,39,0
41941,26,5,6940,9,12,2,12,0,4,1,59,39,1
41942,30,2,18443,12,13,4,10,1,4,1,34,39,1
41943,44,4,7697,11,8,2,11,0,2,1,39,19,0
41944,22,2,20363,12,13,0,10,1,2,1,39,6,0
41945,30,4,15228,15,9,0,12,4,4,1,49,39,0
41946,2,4,26637,11,8,2,3,0,4,1,24,39,0
41947,20,4,20195,15,9,2,7,0,4,1,39,39,0
41948,14,4,5230,11,8,2,3,0,4,1,50,39,0
41949,52,6,1202,8,10,2,12,0,4,1,7,39,0
41950,5,0,27465,15,9,4,0,3,4,1,24,39,0
41951,12,4,8272,11,8,2,7,0,4,1,39,39,0
41952,7,4,5105,15,9,4,7,3,3,1,13,39,0
41953,25,4,18820,11,8,5,6,4,4,1,39,31,0
41954,13,2,10640,9,12,2,11,0,4,1,70,39,1
41955,11,4,15546,12,13,3,12,1,4,0,78,39,1
41956,10,4,17847,8,10,4,6,1,4,1,39,39,0
41957,36,4,9897,11,8,0,4,1,2,0,39,39,0
41958,18,7,15697,11,8,2,3,0,4,1,39,39,0
41959,5,4,6023,2,7,2,14,0,4,1,39,39,0
41960,8,4,22081,11,8,5,11,3,2,1,39,39,0
41961,21,2,12735,9,12,2,10,5,2,0,39,39,1
41962,10,4,3000,9,12,4,1,4,4,0,34,39,0
41963,13,4,19537,6,4,2,8,0,4,1,36,39,0
41964,10,4,5684,9,12,0,10,3,4,0,49,39,0
41965,8,4,6437,9,12,4,10,1,4,1,39,39,0
41966,19,0,17271,11,8,6,0,1,4,0,3,39,0
41967,15,4,23093,11,8,4,7,1,4,0,39,39,0
41968,53,4,16025,0,5,6,3,4,4,1,44,39,0
41969,33,4,1117,11,8,2,4,0,4,1,39,39,0
41970,23,4,24018,15,9,2,8,5,4,0,34,39,0
41971,17,4,23607,1,6,3,3,1,2,1,54,39,0
41972,40,6,11853,11,8,2,3,0,4,1,49,39,0
41973,22,4,2841,12,13,4,8,1,4,0,31,39,0
41974,32,4,13043,15,9,0,8,4,4,0,39,39,0
41975,26,4,25454,15,9,2,10,0,4,1,39,39,1
41976,9,4,10165,11,8,4,1,1,4,0,44,39,0
41977,14,4,26615,15,9,0,1,4,2,0,39,24,0
41978,43,6,11878,15,9,2,12,0,4,1,49,39,0
41979,29,4,6159,12,13,2,10,0,4,1,49,39,1
41980,9,4,4532,15,9,2,14,0,4,1,54,39,1
41981,10,4,15810,14,14,4,10,3,4,0,39,39,0
41982,14,4,5719,15,9,2,1,5,2,0,39,39,0
41983,42,4,18269,11,8,6,4,4,4,0,49,39,0
41984,2,0,14577,15,9,4,0,3,4,0,19,39,0
41985,1,4,4695,15,9,4,8,3,4,0,23,39,0
41986,5,4,5327,15,9,2,4,0,4,1,44,39,0
41987,7,4,17668,7,11,2,12,3,4,0,19,39,0
41988,36,7,10496,0,5,2,14,0,4,1,39,39,1
41989,26,4,9603,11,8,2,6,0,4,1,41,39,1
41990,7,4,14654,15,9,2,13,0,4,1,49,39,1
41991,43,4,14965,0,5,6,13,4,4,0,39,39,0
41992,7,4,27376,11,8,2,3,0,4,1,39,39,0
41993,35,1,7838,11,8,4,1,1,2,1,39,39,0
41994,15,4,14246,8,10,2,14,0,4,1,95,39,1
41995,17,4,25076,0,5,5,8,1,4,0,34,39,0
41996,18,2,14134,7,11,2,11,0,4,1,39,39,1
41997,21,4,27708,6,4,3,6,1,4,1,39,26,0
41998,17,6,21379,11,8,2,5,0,4,1,87,39,0
41999,36,2,8341,14,14,4,10,1,4,0,49,39,1
42000,6,4,5429,11,8,4,1,1,4,0,39,39,0
42001,23,4,20563,15,9,2,1,0,4,1,39,39,0
42002,23,4,20793,11,8,2,3,0,4,1,39,39,0
42003,33,4,39,11,8,2,5,0,4,1,59,39,1
42004,0,4,25756,0,5,4,12,3,4,0,19,39,0
42005,36,2,5471,9,12,0,10,1,4,0,53,39,0
42006,15,4,2167,9,12,0,3,1,4,1,49,39,1
42007,26,0,26845,11,8,4,0,2,4,0,39,39,0
42008,1,4,2440,1,6,4,12,3,4,1,15,39,0
42009,45,4,13470,0,5,0,8,3,4,0,39,39,0
42010,28,4,862,12,13,2,8,0,4,1,39,39,0
42011,29,4,21118,10,15,2,10,0,4,1,69,39,0
42012,56,6,20512,5,3,2,5,0,4,1,39,39,0
42013,47,4,4877,10,15,2,10,0,4,1,59,39,1
42014,9,4,14028,9,12,2,10,5,4,0,44,39,1
42015,6,4,27589,11,8,4,12,1,4,1,47,39,0
42016,13,4,6498,11,8,4,7,2,4,1,39,40,0
42017,34,4,21103,15,9,0,1,4,4,0,39,39,0
42018,18,6,4601,9,12,0,4,4,4,0,54,39,0
42019,22,4,17757,15,9,4,1,1,4,0,44,39,1
42020,18,5,3573,12,13,2,10,0,1,1,39,19,1
42021,24,4,23407,11,8,6,7,1,4,0,39,39,0
42022,14,4,25751,15,9,0,3,3,4,1,39,39,0
42023,23,4,2218,9,12,2,12,0,4,1,49,39,1
42024,29,2,4,14,14,2,10,0,1,1,39,30,1
42025,14,4,22114,11,8,4,8,1,4,0,29,39,0
42026,24,5,9819,15,9,0,7,1,4,0,39,16,0
42027,25,4,7802,9,12,2,4,0,4,1,39,39,0
42028,6,4,12814,11,8,4,12,3,4,1,39,39,0
42029,4,0,3469,15,9,4,0,3,4,1,34,39,0
42030,32,4,22945,15,9,2,1,0,4,1,44,39,1
42031,36,4,27963,8,10,0,13,1,2,1,39,39,0
42032,21,2,15860,9,12,4,11,1,4,0,42,39,1
42033,19,4,20962,7,11,0,4,4,1,0,39,36,0
42034,15,4,21653,15,9,4,3,4,4,1,70,26,0
42035,3,4,5880,1,6,4,14,2,4,1,39,13,0
42036,0,0,1784,1,6,4,0,3,4,1,9,39,0
42037,5,4,19617,15,9,4,13,2,1,0,31,39,0
42038,8,4,24414,8,10,4,3,4,0,1,39,39,0
42039,41,4,19210,11,8,2,3,0,4,1,39,39,0
42040,7,4,26510,15,9,4,5,1,4,1,19,39,0
42041,31,7,7297,11,8,0,3,3,4,1,39,39,1
42042,3,4,27911,3,1,4,5,1,4,1,29,8,0
42043,43,6,332,15,9,2,4,0,4,1,39,39,1
42044,3,4,8994,11,8,4,8,2,4,1,29,39,0
42045,35,4,7569,15,9,2,4,0,4,1,44,39,1
42046,19,4,24175,11,8,2,14,5,4,0,39,39,1
42047,29,2,14899,9,12,2,10,0,1,1,39,30,1
42048,5,4,21785,1,6,4,12,4,4,0,24,39,0
42049,2,4,20183,15,9,4,4,3,4,0,34,39,0
42050,20,4,14738,11,8,4,12,4,4,1,39,39,0
42051,13,4,26489,8,10,0,12,1,4,0,39,39,1
42052,27,4,14874,7,11,4,3,1,4,1,24,39,0
42053,46,0,5753,11,8,2,0,0,4,1,24,39,0
42054,5,4,24138,11,8,4,12,1,4,1,44,2,0
42055,14,5,21511,9,12,2,12,0,4,1,49,39,0
42056,0,4,20419,1,6,4,1,3,4,1,39,39,0
42057,4,4,25819,11,8,4,6,1,4,1,39,39,0
42058,50,4,5600,12,13,2,4,0,4,1,39,39,1
42059,29,4,14161,5,3,0,4,1,4,1,39,39,0
42060,12,4,11882,11,8,0,6,3,4,1,49,39,0
42061,3,4,6483,15,9,4,6,3,4,0,5,39,0
42062,10,4,9343,15,9,4,8,3,4,1,23,39,0
42063,18,4,27781,15,9,2,3,0,4,1,39,39,1
42064,2,4,9358,15,9,4,1,3,4,0,29,39,0
42065,19,4,6402,2,7,5,8,4,4,0,39,26,0
42066,26,4,18075,9,12,2,4,0,4,1,49,39,1
42067,45,7,22058,9,12,0,10,1,4,1,39,39,0
42068,11,4,21240,14,14,4,10,1,4,1,39,2,0
42069,1,4,12455,1,6,4,8,3,4,0,14,39,0
42070,42,4,25990,14,14,2,14,0,2,1,49,39,1
42071,20,4,21699,9,12,0,4,1,4,1,39,39,0
42072,10,4,62,15,9,4,3,1,2,1,39,39,0
42073,29,2,17552,12,13,0,10,4,4,0,42,39,0
42074,12,4,3430,1,6,5,12,1,4,0,41,39,0
42075,16,4,1120,9,12,2,4,5,4,0,39,39,1
42076,45,4,13320,11,8,2,3,0,4,1,39,39,0
42077,29,4,27794,10,15,2,10,0,4,1,54,39,1
42078,11,4,22788,0,5,2,7,0,4,1,39,39,0
42079,5,4,23329,15,9,4,12,3,4,0,34,39,0
42080,29,1,25648,12,13,2,2,0,4,1,39,39,1
42081,37,5,17453,15,9,2,12,0,4,1,39,39,1
42082,17,4,16346,11,8,2,3,0,4,1,70,39,0
42083,50,0,10174,10,15,2,0,0,4,1,19,2,1
42084,45,4,28306,9,12,2,12,0,4,1,19,39,1
42085,13,4,6498,15,9,2,6,0,4,1,39,31,0
42086,2,4,22393,11,8,4,8,3,4,1,19,39,0
42087,32,0,626,5,3,2,0,0,4,1,95,39,0
42088,10,4,15293,8,10,4,7,4,4,1,44,39,0
42089,19,4,10451,15,9,2,3,0,4,1,49,39,1
42090,35,4,10184,9,12,2,7,0,4,1,39,39,1
42091,30,4,5042,2,7,3,4,1,4,0,54,39,0
42092,40,2,25607,11,8,0,11,1,4,0,39,39,0
42093,47,4,12290,15,9,3,4,4,4,0,39,39,0
42094,39,0,760,11,8,0,0,1,4,1,39,39,0
42095,36,4,15841,1,6,6,8,3,4,0,46,39,0
42096,36,4,13457,9,12,2,3,0,4,1,43,39,1
42097,14,4,7677,15,9,5,12,4,1,1,39,35,0
42098,24,4,9052,9,12,2,4,0,4,1,44,39,1
42099,28,2,20053,11,8,5,8,4,2,0,39,39,0
42100,46,0,3773,9,12,2,0,0,4,1,44,39,0
42101,28,7,8253,11,8,0,1,2,4,0,39,39,0
42102,6,4,17780,15,9,4,8,1,4,0,27,39,0
42103,22,2,21088,12,13,2,10,0,4,1,70,39,0
42104,14,4,4051,8,10,2,4,0,4,1,39,39,0
42105,18,6,15270,9,12,2,5,0,4,1,44,39,0
42106,37,4,13235,12,13,2,14,0,4,1,59,39,1
42107,5,0,17877,15,9,4,0,3,4,0,39,26,0
42108,23,2,5667,9,12,0,10,4,4,0,39,39,0
42109,38,6,14516,9,12,2,4,0,4,1,39,39,1
42110,14,4,12808,11,8,2,3,0,4,1,39,39,0
42111,41,5,3526,1,6,2,14,0,4,1,59,39,0
42112,14,4,9878,10,15,2,10,0,4,1,95,39,1
42113,29,6,3740,11,8,6,8,2,4,0,39,39,0
42114,21,4,10614,8,10,2,3,0,4,1,39,39,0
42115,5,2,1310,15,9,4,10,3,4,0,24,39,0
42116,0,0,2790,0,5,4,0,3,4,1,29,39,0
42117,31,6,13674,11,8,2,3,0,4,1,59,9,0
42118,56,4,12758,9,12,2,10,0,4,1,14,39,0
42119,8,4,21984,9,12,2,1,0,4,1,44,39,1
42120,36,1,19434,15,9,0,5,1,4,1,39,39,0
42121,29,4,24784,15,9,2,14,0,4,1,44,39,1
42122,28,5,5916,9,12,2,4,5,1,0,24,0,1
42123,20,4,9789,9,12,4,10,1,2,0,39,39,0
42124,13,4,24890,11,8,2,6,0,4,1,49,39,0
42125,12,4,26358,11,8,2,7,0,4,1,39,39,0
42126,12,7,23938,15,9,2,11,0,4,1,39,39,0
42127,58,0,18981,9,12,6,0,1,4,0,5,39,0
42128,41,4,12382,12,13,2,4,0,4,1,39,39,1
42129,25,6,3722,5,3,2,8,5,2,0,49,39,0
42130,45,2,13783,6,4,0,11,1,2,1,23,39,0
42131,28,2,25791,9,12,2,5,0,1,1,39,39,1
42132,21,4,28484,9,12,2,12,0,4,1,39,39,1
42133,19,6,2945,9,12,2,12,0,4,1,49,39,1
42134,53,0,11509,11,8,6,0,1,4,0,39,39,0
42135,25,6,5254,5,3,2,12,0,4,1,29,39,0
42136,30,2,10114,12,13,2,10,0,4,1,34,39,1
42137,25,6,6050,15,9,4,3,4,4,1,39,39,0
42138,26,4,26945,15,9,2,1,5,2,0,37,39,1
42139,20,4,19345,8,10,2,3,0,4,1,39,39,1
42140,19,7,4011,15,9,2,4,5,4,0,38,39,1
42141,10,4,28024,9,12,4,13,1,2,0,39,10,0
42142,37,4,23851,4,2,3,7,4,4,1,39,26,0
42143,31,6,25954,11,8,2,3,0,4,1,39,39,1
42144,12,4,12944,11,8,4,8,4,4,0,29,39,0
42145,12,4,17721,11,8,2,7,0,4,1,37,39,0
42146,20,4,23671,15,9,0,8,1,4,1,46,39,0
42147,38,5,14081,15,9,2,12,0,4,1,39,39,0
42148,50,4,19461,11,8,2,9,5,2,0,19,39,0
42149,34,4,21972,11,8,6,6,1,4,1,29,39,0
42150,18,4,13628,12,13,4,10,4,4,0,31,39,0
42151,24,4,1581,5,3,2,3,0,4,1,39,0,0
42152,47,6,21319,11,8,6,8,2,4,0,39,39,0
42153,6,4,20431,4,2,4,6,1,4,1,54,26,0
42154,32,4,163,9,12,4,8,1,1,0,34,30,0
42155,21,6,25571,9,12,2,10,0,4,1,69,39,0
42156,45,4,6732,11,8,4,6,2,2,0,39,39,0
42157,45,6,14196,5,3,2,3,0,4,1,9,39,0
42158,53,0,8529,11,8,2,0,0,4,1,13,39,0
42159,28,6,20899,12,13,0,3,1,4,1,39,39,0
42160,3,4,498,7,11,4,12,3,4,0,39,39,0
42161,21,4,13065,11,8,2,7,0,4,1,47,39,0
42162,33,5,9190,9,12,2,1,0,4,1,39,39,0
42163,23,4,2800,15,9,2,1,0,2,1,54,39,1
42164,13,4,10720,11,8,2,3,0,4,1,69,39,0
42165,35,1,15514,15,9,5,4,1,4,0,39,39,0
42166,11,6,19441,9,12,4,10,1,2,1,49,39,1
42167,45,6,11406,11,8,2,14,0,4,1,29,39,0
42168,14,4,11856,11,8,0,8,4,4,0,39,39,0
42169,23,4,27695,11,8,2,4,0,4,1,39,39,1
42170,17,4,17984,11,8,0,12,1,4,0,39,39,0
42171,36,4,11580,15,9,2,12,0,4,1,39,39,1
42172,25,4,4177,2,7,4,5,3,4,1,39,39,0
42173,9,4,23408,15,9,2,8,0,4,1,24,39,0
42174,34,4,11600,11,8,2,14,0,4,1,39,39,1
42175,32,4,14537,12,13,2,10,0,4,1,49,39,1
42176,26,4,12238,11,8,2,7,0,4,1,39,39,0
42177,25,4,2275,15,9,0,5,1,4,1,39,39,0
42178,14,4,8287,1,6,3,12,3,1,0,39,19,0
42179,9,4,25042,11,8,2,14,0,3,1,39,39,0
42180,33,4,12315,9,12,5,10,4,1,0,39,30,0
42181,18,4,14741,11,8,2,7,0,4,1,39,39,0
42182,20,4,5460,15,9,4,13,2,4,0,39,39,0
42183,36,0,10184,11,8,4,0,1,4,1,34,39,0
42184,3,4,3756,15,9,4,12,3,4,1,15,39,0
42185,14,2,13559,14,14,2,10,0,4,1,39,39,1
42186,11,4,2070,11,8,4,3,1,4,1,34,39,0
42187,29,4,26689,11,8,2,13,0,2,1,39,39,1
42188,4,4,17995,15,9,4,10,3,4,0,7,39,0
42189,24,6,5121,12,13,2,4,0,4,1,69,39,1
42190,13,4,11440,9,12,4,4,1,4,1,69,39,1
42191,49,5,13755,9,12,2,4,0,4,1,69,39,0
42192,20,5,15325,15,9,2,12,0,4,1,59,39,1
42193,57,7,20098,5,3,6,6,1,4,0,19,39,0
42194,29,7,11622,15,9,2,11,0,2,1,69,39,1
42195,34,4,12622,12,13,2,4,0,4,1,49,39,1
42196,16,4,14188,9,12,2,4,0,4,1,49,39,1
42197,13,4,10234,4,2,2,7,0,4,1,39,26,0
42198,30,5,26239,9,12,2,4,0,4,1,49,39,1
42199,32,4,4818,9,12,0,4,4,4,0,39,39,0
42200,36,4,4355,11,8,0,3,4,2,0,47,39,0
42201,7,4,22807,8,10,4,7,1,4,1,39,39,0
42202,37,4,9779,11,8,2,14,0,4,1,49,39,0
42203,15,4,26667,15,9,4,3,3,4,1,39,39,0
42204,28,4,1220,15,9,2,12,0,4,1,44,39,0
42205,29,5,21547,11,8,3,5,1,4,1,44,39,0
42206,20,7,27977,15,9,0,8,1,4,1,64,39,0
42207,31,7,1609,12,13,2,10,0,4,1,60,39,1
42208,8,4,21452,9,12,4,1,1,4,0,39,39,0
42209,11,0,24038,11,8,2,0,5,4,0,19,39,0
42210,27,0,15981,2,7,5,0,1,4,0,35,33,0
42211,41,0,6621,15,9,2,0,0,2,1,29,39,0
42212,10,4,25530,15,9,4,1,4,4,0,39,39,0
42213,52,4,16199,11,8,6,1,4,4,1,7,39,0
42214,21,4,5358,9,12,2,12,0,4,1,51,39,1
42215,30,4,28078,2,7,4,1,2,2,0,39,39,0
42216,13,6,4069,15,9,4,1,1,4,0,59,39,0
42217,29,4,22401,11,8,4,6,3,4,1,29,39,0
42218,10,4,21295,14,14,4,10,1,4,0,44,39,0
42219,2,4,28286,15,9,4,12,3,4,1,34,39,0
42220,1,4,14355,11,8,2,9,1,4,0,39,39,0
42221,7,4,20028,1,6,2,3,0,4,1,49,39,1
42222,15,4,10974,9,12,4,10,1,4,0,39,39,0
42223,21,4,23871,11,8,2,6,0,2,1,39,39,0
42224,2,4,22784,13,0,4,5,1,4,1,35,17,0
42225,11,4,103,15,9,4,6,1,4,1,39,39,0
42226,22,2,24596,12,13,4,10,1,4,0,54,39,0
42227,21,6,13291,15,9,5,12,1,1,1,59,24,0
42228,25,4,4473,11,8,2,7,5,4,0,39,39,1
42229,14,4,7721,15,9,2,1,5,4,0,39,39,1
42230,29,4,6962,6,4,5,7,1,4,0,39,21,0
42231,36,4,2216,15,9,6,4,1,4,0,53,39,0
42232,4,4,12435,7,11,4,6,3,4,1,14,39,0
42233,31,6,6807,11,8,2,12,0,4,1,49,39,0
42234,29,4,622,11,8,2,1,5,4,0,51,39,1
42235,13,4,6388,11,8,2,14,0,4,1,44,39,0
42236,7,4,23078,11,8,4,1,2,2,1,39,23,0
42237,15,4,284,0,5,4,3,1,4,1,49,39,0
42238,13,4,1735,11,8,0,8,1,4,0,39,39,0
42239,40,7,13,10,15,0,10,4,4,0,49,39,0
42240,39,4,4883,5,3,4,1,1,4,1,39,39,0
42241,10,4,11149,11,8,4,4,1,2,0,36,39,0
42242,21,4,8817,9,12,2,7,0,4,1,39,20,0
42243,2,4,27221,11,8,4,1,3,4,1,39,39,0
42244,44,6,18914,15,9,2,1,0,4,1,49,39,1
42245,32,4,9985,8,10,0,13,4,4,0,39,39,0
42246,11,4,22642,11,8,2,3,0,4,1,37,39,0
42247,33,5,11174,12,13,2,10,0,4,1,54,39,1
42248,26,4,11996,9,12,2,3,0,4,1,81,39,1
42249,17,4,9959,11,8,4,7,4,2,0,47,39,0
42250,11,4,10527,1,6,2,3,0,4,1,39,39,0
42251,14,4,17654,15,9,2,3,0,4,1,39,39,0
42252,38,4,21550,11,8,6,7,4,2,0,43,39,0
42253,9,4,5065,9,12,2,4,5,4,0,44,39,1
42254,34,2,11919,10,15,2,10,5,2,0,39,39,1
42255,18,4,12535,11,8,2,3,0,4,1,39,39,0
42256,25,4,23764,7,11,3,4,4,1,0,30,25,0
42257,46,0,8524,10,15,2,0,0,4,1,11,39,0
42258,14,4,12304,12,13,4,10,1,4,1,29,39,0
42259,5,2,22578,11,8,4,5,3,4,1,19,39,0
42260,50,4,10980,11,8,0,14,1,4,1,59,39,0
42261,33,0,21569,6,4,2,0,0,4,1,49,39,0
42262,46,4,16152,11,8,6,8,4,4,0,23,39,0
42263,14,4,8896,11,8,2,7,0,4,1,39,39,1
42264,0,4,23269,1,6,4,10,3,4,1,39,39,0
42265,24,2,16809,11,8,2,14,0,2,1,39,39,0
42266,36,2,18479,5,3,2,14,0,4,1,37,39,0
42267,27,2,18052,15,9,2,11,0,2,1,95,39,0
42268,7,4,27848,9,12,4,5,1,4,1,39,39,0
42269,18,4,16459,8,10,0,13,3,4,1,34,39,0
42270,44,4,18740,15,9,2,13,5,4,0,39,39,1
42271,14,4,11500,7,11,4,10,2,1,0,39,30,0
42272,27,4,6371,9,12,2,13,0,4,1,39,39,1
42273,39,4,18097,11,8,2,12,0,4,1,35,39,1
42274,49,4,23963,7,11,0,1,4,4,0,39,39,0
42275,28,4,25391,15,9,2,3,0,1,1,39,40,0
42276,52,6,2501,9,12,2,10,0,4,1,44,39,1
42277,47,4,7831,11,8,2,3,0,4,1,39,39,0
42278,21,4,18319,11,8,2,1,5,4,0,35,39,1
42279,26,2,27318,15,9,5,3,1,2,1,39,39,0
42280,20,4,17267,11,8,0,3,1,4,1,48,39,0
42281,2,4,20154,11,8,4,1,3,4,0,15,39,0
42282,42,6,20957,11,8,2,4,0,4,1,39,39,0
42283,33,1,14352,15,9,2,1,0,4,1,39,39,0
42284,16,4,25517,9,12,2,4,0,4,1,49,39,1
42285,39,4,18764,15,9,2,13,0,4,1,44,39,1
42286,11,4,16375,8,10,2,12,0,4,1,39,39,0
42287,10,4,13166,11,8,2,1,5,4,0,33,39,0
42288,25,4,4381,12,13,2,12,0,1,1,39,0,0
42289,17,4,21828,11,8,2,8,0,4,1,39,39,0
42290,2,4,17041,1,6,4,12,3,4,1,29,39,0
42291,51,6,11872,11,8,2,4,0,4,1,39,39,1
42292,11,4,6016,12,13,2,10,0,4,1,37,39,1
42293,64,0,5774,15,9,6,0,4,4,0,3,39,0
42294,5,6,16243,11,8,4,5,3,4,1,39,39,0
42295,41,4,23167,7,11,0,1,1,4,0,39,39,0
42296,14,4,4065,15,9,4,7,1,4,0,24,39,0
42297,0,2,13121,1,6,4,11,3,4,1,29,39,0
42298,8,4,20615,15,9,4,14,1,4,1,49,39,1
42299,6,4,11323,15,9,4,8,3,1,0,22,39,0
42300,8,4,2059,2,7,4,8,2,4,1,39,39,0
42301,30,4,18760,11,8,4,3,1,4,1,39,39,0
42302,22,4,15006,9,12,2,4,5,4,0,59,39,1
42303,27,4,6495,11,8,2,3,0,4,1,39,39,0
42304,29,4,17651,8,10,2,10,0,4,1,39,39,1
42305,21,6,908,15,9,2,5,0,4,1,34,39,0
42306,6,4,23519,11,8,4,7,3,4,1,29,39,0
42307,17,4,9245,9,12,3,10,1,4,0,34,39,0
42308,16,4,25803,11,8,4,3,1,4,1,39,39,1
42309,21,4,14517,11,8,6,8,4,4,0,19,39,0
42310,35,6,11773,8,10,2,4,0,4,1,39,39,0
42311,33,4,6914,11,8,0,12,1,4,0,32,39,0
42312,21,4,20240,9,12,4,12,1,4,0,44,39,1
42313,18,4,3894,9,12,2,8,0,4,1,39,39,0
42314,50,6,18568,10,15,2,10,0,4,1,34,39,1
42315,43,4,24952,11,8,2,7,0,4,1,39,39,1
42316,27,4,17442,11,8,4,12,2,4,0,14,39,0
42317,21,6,8026,11,8,0,5,3,4,1,49,39,0
42318,12,4,17620,11,8,2,10,0,4,1,39,39,1
42319,48,4,25636,12,13,2,10,0,4,1,49,39,1
42320,16,4,1399,7,11,4,1,1,4,0,39,39,0
42321,12,0,4572,11,8,4,0,1,4,1,39,39,0
42322,1,4,22949,1,6,4,12,3,4,0,29,39,0
42323,26,4,15000,14,14,0,4,1,4,1,39,39,0
42324,25,4,8620,8,10,0,4,3,0,0,39,39,0
42325,25,4,13503,11,8,2,14,0,4,1,39,39,0
42326,15,4,11637,11,8,2,6,0,4,1,29,39,0
42327,19,4,4279,7,11,4,13,1,4,0,39,39,0
42328,24,7,792,9,12,2,5,0,4,1,39,39,1
42329,13,4,22408,15,9,4,8,3,4,0,39,39,0
42330,4,4,18387,11,8,4,8,3,4,1,34,39,0
42331,16,4,15136,15,9,2,14,0,2,1,39,39,1
42332,2,0,9275,15,9,4,0,3,4,1,14,39,0
42333,2,4,24153,11,8,4,6,3,4,1,24,39,0
42334,18,4,25110,11,8,0,14,1,4,1,39,39,0
42335,26,4,15460,11,8,0,13,4,2,0,34,39,0
42336,28,4,23387,11,8,2,14,0,2,1,23,39,0
42337,8,4,2163,9,12,4,4,3,2,1,49,39,0
42338,22,6,7521,9,12,2,4,0,4,1,39,39,0
42339,9,4,15053,11,8,4,6,1,4,1,39,39,0
42340,43,4,20392,12,13,2,14,0,4,1,9,39,0
42341,35,2,10658,10,15,2,10,5,4,0,39,39,1
42342,5,4,2781,2,7,4,14,4,4,1,29,39,0
42343,6,4,27956,15,9,4,8,3,4,0,39,39,0
42344,29,4,10706,11,8,2,8,5,4,0,39,39,0
42345,17,6,7684,9,12,2,12,0,4,1,29,39,0
42346,22,4,20797,9,12,2,10,0,4,1,49,39,1
42347,21,4,14279,11,8,4,10,1,4,0,39,39,0
42348,39,6,24868,12,13,2,4,0,4,1,24,39,0
42349,38,1,14735,11,8,0,1,1,4,0,39,39,0
42350,23,4,23138,15,9,2,4,5,4,0,39,39,1
42351,6,4,14718,15,9,4,7,1,4,1,39,39,0
42352,22,4,16638,9,12,0,1,1,4,1,39,39,0
42353,7,4,13888,9,12,2,12,0,2,1,29,39,0
42354,34,6,14227,11,8,2,12,0,4,1,39,39,1
42355,30,5,7297,9,12,2,4,0,4,1,49,5,1
42356,8,6,21937,11,8,4,5,1,4,1,49,39,0
42357,17,4,19303,14,14,2,10,0,4,1,54,39,1
42358,1,4,27168,1,6,4,12,3,2,0,19,39,0
42359,2,4,17615,15,9,4,4,3,4,0,27,39,0
42360,15,4,1737,15,9,0,3,4,4,1,39,39,0
42361,32,4,20865,11,8,2,12,0,4,1,39,39,1
42362,23,0,11779,5,3,5,0,1,4,0,7,39,0
42363,26,4,7550,11,8,2,3,0,4,1,54,39,0
42364,54,5,1280,12,13,2,4,0,4,1,39,39,1
42365,42,4,12100,11,8,4,1,4,4,1,39,39,0
42366,15,4,22550,9,12,2,4,5,4,0,39,39,1
42367,8,4,7306,9,12,4,4,1,4,1,39,39,0
42368,15,4,12105,11,8,2,4,0,4,1,39,21,0
42369,0,4,19219,1,6,4,6,1,2,0,14,39,0
42370,40,5,7775,14,14,2,10,0,4,1,34,39,1
42371,0,6,12895,2,7,4,6,3,4,1,14,39,0
42372,10,4,19696,9,12,4,13,3,1,0,39,30,0
42373,24,2,8415,11,8,2,11,0,4,1,39,39,0
42374,45,0,2981,10,15,2,0,0,0,1,39,39,1
42375,2,4,19367,1,6,4,12,1,4,0,24,39,0
42376,24,4,11835,4,2,0,8,4,4,0,39,33,0
42377,22,4,8195,9,12,4,4,1,4,1,49,39,1
42378,13,4,19118,11,8,4,3,1,4,1,39,39,0
42379,20,4,13693,9,12,2,7,0,4,1,39,39,1
42380,1,4,27585,1,6,4,1,3,4,0,14,39,0
42381,23,6,12842,9,12,2,12,0,4,1,44,39,1
42382,21,5,20783,15,9,2,12,0,4,1,59,5,1
42383,7,4,6610,11,8,4,12,2,4,1,39,39,0
